10842,TORTU,1,1998-01-20 00:00:00,1998-01-29 00:00:00,272,10
10843,VICTE,4,1998-01-21 00:00:00,1998-01-26 00:00:00,46,30
10844,PICCO,1,1998-01-21 00:00:00,1998-01-26 00:00:00,126,10
10845,QUICK,1,1998-01-21 00:00:00,1998-01-30 00:00:00,1064,90
10846,SUPRD,7,1998-01-22 00:00:00,1998-01-23 00:00:00,282,30
10847,SAVEA,4,1998-01-22 00:00:00,1998-02-10 00:00:00,2437,85
10848,CONSH,7,1998-01-23 00:00:00,1998-01-29 00:00:00,191,20
10849,KOENE,9,1998-01-23 00:00:00,1998-01-30 00:00:00,2,80
10850,VICTE,1,1998-01-23 00:00:00,1998-01-30 00:00:00,245,95
10851,RICAR,3,1998-01-26 00:00:00,1998-02-02 00:00:00,802,75
10852,RATTC,1,1998-01-26 00:00:00,1998-01-30 00:00:00,870,25
10853,BLAUS,9,1998-01-27 00:00:00,1998-02-03 00:00:00,269,15
10854,ERNSH,3,1998-01-27 00:00:00,1998-02-05 00:00:00,501,10
10855,OLDWO,3,1998-01-27 00:00:00,1998-02-04 00:00:00,854,85
10856,ANTON,3,1998-01-28 00:00:00,1998-02-10 00:00:00,292,15
10857,BERGS,1,1998-01-28 00:00:00,1998-02-06 00:00:00,944,25
10858,LACOR,7,1998-01-29 00:00:00,1998-02-03 00:00:00,262,55
10859,FRANK,1,1998-01-29 00:00:00,1998-02-02 00:00:00,380,50
10860,FRANR,3,1998-01-29 00:00:00,1998-02-04 00:00:00,96,30
10861,WHITC,4,1998-01-30 00:00:00,1998-02-17 00:00:00,74,65
10862,LEHMS,1,1998-01-30 00:00:00,1998-02-02 00:00:00,266,15
10863,HILAA,4,1998-02-02 00:00:00,1998-02-17 00:00:00,151,30
10864,AROUT,4,1998-02-02 00:00:00,1998-02-09 00:00:00,15,20
10865,QUICK,7,1998-02-02 00:00:00,1998-02-12 00:00:00,1740,70
10866,BERGS,3,1998-02-03 00:00:00,1998-02-12 00:00:00,545,55
10867,LONEP,6,1998-02-03 00:00:00,1998-02-11 00:00:00,9,65
10868,QUEEN,7,1998-02-04 00:00:00,1998-02-23 00:00:00,956,35
10869,SEVES,3,1998-02-04 00:00:00,1998-02-09 00:00:00,716,40
10870,WOLZA,3,1998-02-04 00:00:00,1998-02-13 00:00:00,60,20
10871,BONAP,9,1998-02-05 00:00:00,1998-02-10 00:00:00,561,35
10872,GODOS,3,1998-02-05 00:00:00,1998-02-09 00:00:00,876,60
10873,WILMK,4,1998-02-06 00:00:00,1998-02-09 00:00:00,4,10
10874,GODOS,3,1998-02-06 00:00:00,1998-02-11 00:00:00,97,90
10875,BERGS,4,1998-02-06 00:00:00,1998-03-03 00:00:00,161,85
10876,BONAP,7,1998-02-09 00:00:00,1998-02-12 00:00:00,302,10
10877,RICAR,1,1998-02-09 00:00:00,1998-02-19 00:00:00,190,30
10878,QUICK,4,1998-02-10 00:00:00,1998-02-12 00:00:00,233,45
10879,WILMK,3,1998-02-10 00:00:00,1998-02-12 00:00:00,42,50
10880,FOLKO,7,1998-02-10 00:00:00,1998-02-18 00:00:00,440,05
10881,CACTU,4,1998-02-11 00:00:00,1998-02-18 00:00:00,14,20
10882,SAVEA,4,1998-02-11 00:00:00,1998-02-20 00:00:00,115,50
10883,LONEP,1,1998-02-12 00:00:00,1998-02-20 00:00:00,2,65
10884,LETSS,4,1998-02-12 00:00:00,1998-02-13 00:00:00,454,85
10885,SUPRD,6,1998-02-12 00:00:00,1998-02-18 00:00:00,28,20
10886,HANAR,1,1998-02-13 00:00:00,1998-03-02 00:00:00,24,95
10887,GALED,1,1998-02-13 00:00:00,1998-02-16 00:00:00,6,25
10888,GODOS,1,1998-02-16 00:00:00,1998-02-23 00:00:00,259,35
10889,RATTC,9,1998-02-16 00:00:00,1998-02-23 00:00:00,1403,05
10890,DUMON,7,1998-02-16 00:00:00,1998-02-18 00:00:00,163,80
10891,LEHMS,7,1998-02-17 00:00:00,1998-02-19 00:00:00,101,85
10892,MAISD,4,1998-02-17 00:00:00,1998-02-19 00:00:00,601,35
10893,KOENE,9,1998-02-18 00:00:00,1998-02-20 00:00:00,388,90
10894,SAVEA,1,1998-02-18 00:00:00,1998-02-20 00:00:00,580,65
10895,ERNSH,3,1998-02-18 00:00:00,1998-02-23 00:00:00,813,75
10896,MAISD,7,1998-02-19 00:00:00,1998-02-27 00:00:00,162,25
10897,HUNGO,3,1998-02-19 00:00:00,1998-02-25 00:00:00,3017,70
10898,OCEAN,4,1998-02-20 00:00:00,1998-03-06 00:00:00,6,35
10899,LILAS,3,1998-02-20 00:00:00,1998-02-26 00:00:00,6,05
10900,WELLI,1,1998-02-20 00:00:00,1998-03-04 00:00:00,8,30
10901,HILAA,4,1998-02-23 00:00:00,1998-02-26 00:00:00,310,45
10902,FOLKO,1,1998-02-23 00:00:00,1998-03-03 00:00:00,220,75
10903,HANAR,3,1998-02-24 00:00:00,1998-03-04 00:00:00,183,55
10904,WHITC,3,1998-02-24 00:00:00,1998-02-27 00:00:00,814,75
10905,WELLI,9,1998-02-24 00:00:00,1998-03-06 00:00:00,68,60
10906,WOLZA,4,1998-02-25 00:00:00,1998-03-03 00:00:00,131,45
10907,SPECD,6,1998-02-25 00:00:00,1998-02-27 00:00:00,45,95
10908,REGGC,4,1998-02-26 00:00:00,1998-03-06 00:00:00,164,80
10909,SANTG,1,1998-02-26 00:00:00,1998-03-10 00:00:00,265,25
10910,WILMK,1,1998-02-26 00:00:00,1998-03-04 00:00:00,190,55
10911,GODOS,3,1998-02-26 00:00:00,1998-03-05 00:00:00,190,95
10912,HUNGO,7,1998-02-26 00:00:00,1998-03-18 00:00:00,2904,55
10913,QUEEN,4,1998-02-26 00:00:00,1998-03-04 00:00:00,165,25
10914,QUEEN,6,1998-02-27 00:00:00,1998-03-02 00:00:00,105,95
10915,TORTU,7,1998-02-27 00:00:00,1998-03-02 00:00:00,17,55
10916,RANCH,1,1998-02-27 00:00:00,1998-03-09 00:00:00,318,85
10917,ROMEY,4,1998-03-02 00:00:00,1998-03-11 00:00:00,41,45
10918,BOTTM,3,1998-03-02 00:00:00,1998-03-11 00:00:00,244,15
10919,LINOD,7,1998-03-02 00:00:00,1998-03-04 00:00:00,,99
10920,AROUT,4,1998-03-03 00:00:00,1998-03-09 00:00:00,148,05
10921,VAFFE,1,1998-03-03 00:00:00,1998-03-09 00:00:00,882,40
10922,HANAR,3,1998-03-03 00:00:00,1998-03-05 00:00:00,313,70
10923,LAMAI,7,1998-03-03 00:00:00,1998-03-13 00:00:00,341,30
10924,BERGS,3,1998-03-04 00:00:00,1998-04-08 00:00:00,757,60
10925,HANAR,3,1998-03-04 00:00:00,1998-03-13 00:00:00,11,35
10926,ANATR,4,1998-03-04 00:00:00,1998-03-11 00:00:00,199,60
10927,LACOR,4,1998-03-05 00:00:00,1998-04-08 00:00:00,98,95
10928,GALED,1,1998-03-05 00:00:00,1998-03-18 00:00:00,6,80
10929,FRANK,6,1998-03-05 00:00:00,1998-03-12 00:00:00,169,65
10930,SUPRD,4,1998-03-06 00:00:00,1998-03-18 00:00:00,77,75
10931,RICSU,4,1998-03-06 00:00:00,1998-03-19 00:00:00,,68
10932,BONAP,1,1998-03-06 00:00:00,1998-03-24 00:00:00,673,20
10933,ISLAT,6,1998-03-06 00:00:00,1998-03-16 00:00:00,270,75
10934,LEHMS,3,1998-03-09 00:00:00,1998-03-12 00:00:00,160,05
10935,WELLI,4,1998-03-09 00:00:00,1998-03-18 00:00:00,237,95
10936,GREAL,3,1998-03-09 00:00:00,1998-03-18 00:00:00,168,40
10937,CACTU,7,1998-03-10 00:00:00,1998-03-13 00:00:00,157,55
10938,QUICK,3,1998-03-10 00:00:00,1998-03-16 00:00:00,159,45
10939,MAGAA,7,1998-03-10 00:00:00,1998-03-13 00:00:00,381,65
10940,BONAP,1,1998-03-11 00:00:00,1998-03-23 00:00:00,98,85
10941,SAVEA,7,1998-03-11 00:00:00,1998-03-20 00:00:00,2004,05
10942,REGGC,9,1998-03-11 00:00:00,1998-03-18 00:00:00,89,75
10943,BSBEV,4,1998-03-11 00:00:00,1998-03-19 00:00:00,10,85
10944,BOTTM,6,1998-03-12 00:00:00,1998-03-13 00:00:00,264,60
10945,MORGK,4,1998-03-12 00:00:00,1998-03-18 00:00:00,51,10
10946,VAFFE,1,1998-03-12 00:00:00,1998-03-19 00:00:00,1,36
10947,BSBEV,3,1998-03-13 00:00:00,1998-03-16 00:00:00,16,30
10948,GODOS,3,1998-03-13 00:00:00,1998-03-19 00:00:00,116,95
10949,BOTTM,7,1998-03-13 00:00:00,1998-03-17 00:00:00,372,20
10950,MAGAA,1,1998-03-16 00:00:00,1998-03-23 00:00:00,12,50
10951,RICSU,9,1998-03-16 00:00:00,1998-04-07 00:00:00,154,25
10952,ALFKI,1,1998-03-16 00:00:00,1998-03-24 00:00:00,202,10
10953,AROUT,9,1998-03-16 00:00:00,1998-03-25 00:00:00,118,60
10954,LINOD,3,1998-03-17 00:00:00,1998-03-20 00:00:00,139,55
10955,FOLKO,1,1998-03-17 00:00:00,1998-03-20 00:00:00,16,30
10956,BLAUS,6,1998-03-17 00:00:00,1998-03-20 00:00:00,223,25
10957,HILAA,1,1998-03-18 00:00:00,1998-03-27 00:00:00,526,80
10958,OCEAN,7,1998-03-18 00:00:00,1998-03-27 00:00:00,247,80
10959,GOURL,6,1998-03-18 00:00:00,1998-03-23 00:00:00,24,90
10960,HILAA,3,1998-03-19 00:00:00,1998-04-08 00:00:00,10,40
10961,QUEEN,1,1998-03-19 00:00:00,1998-03-30 00:00:00,522,35
10962,QUICK,1,1998-03-19 00:00:00,1998-03-23 00:00:00,1378,95
10963,FURIB,9,1998-03-19 00:00:00,1998-03-26 00:00:00,13,50
10964,SPECD,3,1998-03-20 00:00:00,1998-03-24 00:00:00,436,90
10965,OLDWO,6,1998-03-20 00:00:00,1998-03-30 00:00:00,721,90
10966,CHOPS,4,1998-03-20 00:00:00,1998-04-08 00:00:00,135,95
10967,TOMSP,7,1998-03-23 00:00:00,1998-04-02 00:00:00,311,10
10968,ERNSH,1,1998-03-23 00:00:00,1998-04-01 00:00:00,3,73
10969,COMMI,1,1998-03-23 00:00:00,1998-03-30 00:00:00,1,05
10970,BOLID,9,1998-03-24 00:00:00,1998-04-24 00:00:00,80,80
10971,FRANR,7,1998-03-24 00:00:00,1998-04-02 00:00:00,609,10
10972,LACOR,4,1998-03-24 00:00:00,1998-03-26 00:00:00,,10
10973,LACOR,6,1998-03-24 00:00:00,1998-03-27 00:00:00,75,85
10974,SPLIR,3,1998-03-25 00:00:00,1998-04-03 00:00:00,64,80
10975,BOTTM,1,1998-03-25 00:00:00,1998-03-27 00:00:00,161,35
10976,HILAA,1,1998-03-25 00:00:00,1998-04-03 00:00:00,189,85
10977,FOLKO,1,1998-03-26 00:00:00,1998-04-10 00:00:00,1042,50
10978,MAISD,9,1998-03-26 00:00:00,1998-04-23 00:00:00,164,10
10979,ERNSH,1,1998-03-26 00:00:00,1998-03-31 00:00:00,1765,35
10980,FOLKO,4,1998-03-27 00:00:00,1998-04-17 00:00:00,6,30
10981,HANAR,1,1998-03-27 00:00:00,1998-04-02 00:00:00,966,85
10982,BOTTM,7,1998-03-27 00:00:00,1998-04-08 00:00:00,70,05
10983,SAVEA,7,1998-03-27 00:00:00,1998-04-06 00:00:00,3287,70
10984,SAVEA,1,1998-03-30 00:00:00,1998-04-03 00:00:00,1056,10
10985,HUNGO,7,1998-03-30 00:00:00,1998-04-02 00:00:00,457,55
10986,OCEAN,1,1998-03-30 00:00:00,1998-04-21 00:00:00,1089,30
10987,EASTC,1,1998-03-31 00:00:00,1998-04-06 00:00:00,927,40
10988,RATTC,3,1998-03-31 00:00:00,1998-04-10 00:00:00,305,70
10989,QUEDE,7,1998-03-31 00:00:00,1998-04-02 00:00:00,173,80
10990,ERNSH,7,1998-04-01 00:00:00,1998-04-07 00:00:00,588,05
10991,QUICK,1,1998-04-01 00:00:00,1998-04-07 00:00:00,192,55
10992,THEBI,1,1998-04-01 00:00:00,1998-04-03 00:00:00,21,35
10993,FOLKO,7,1998-04-01 00:00:00,1998-04-10 00:00:00,44,05
10994,VAFFE,7,1998-04-02 00:00:00,1998-04-09 00:00:00,327,65
10995,PERIC,1,1998-04-02 00:00:00,1998-04-06 00:00:00,2,30
10996,QUICK,4,1998-04-02 00:00:00,1998-04-10 00:00:00,5,60
10997,LILAS,1,1998-04-03 00:00:00,1998-04-13 00:00:00,369,55
10998,WOLZA,1,1998-04-03 00:00:00,1998-04-17 00:00:00,101,55
10999,OTTIK,6,1998-04-03 00:00:00,1998-04-10 00:00:00,481,75
11000,RATTC,7,1998-04-06 00:00:00,1998-04-14 00:00:00,275,60
11001,FOLKO,7,1998-04-06 00:00:00,1998-04-14 00:00:00,986,50
11002,SAVEA,4,1998-04-06 00:00:00,1998-04-16 00:00:00,705,80
11003,THECR,3,1998-04-06 00:00:00,1998-04-08 00:00:00,74,55
11004,MAISD,3,1998-04-07 00:00:00,1998-04-20 00:00:00,224,20
11005,WILMK,7,1998-04-07 00:00:00,1998-04-10 00:00:00,3,75
11006,GREAL,3,1998-04-07 00:00:00,1998-04-15 00:00:00,125,95
11007,PRINI,1,1998-04-08 00:00:00,1998-04-13 00:00:00,1011,20
11008,ERNSH,7,1998-04-08 00:00:00,,397,30
11009,GODOS,7,1998-04-08 00:00:00,1998-04-10 00:00:00,295,55
11010,REGGC,7,1998-04-09 00:00:00,1998-04-21 00:00:00,143,55
11011,ALFKI,3,1998-04-09 00:00:00,1998-04-13 00:00:00,6,05
11012,FRANK,1,1998-04-09 00:00:00,1998-04-17 00:00:00,1214,75
11013,ROMEY,7,1998-04-09 00:00:00,1998-04-10 00:00:00,164,95
11014,LINOD,7,1998-04-10 00:00:00,1998-04-15 00:00:00,1,18
11015,SANTG,7,1998-04-10 00:00:00,1998-04-20 00:00:00,23,10
11016,AROUT,9,1998-04-10 00:00:00,1998-04-13 00:00:00,1,69
11017,ERNSH,9,1998-04-13 00:00:00,1998-04-20 00:00:00,3771,30
11018,LONEP,4,1998-04-13 00:00:00,1998-04-16 00:00:00,58,25
11019,RANCH,6,1998-04-13 00:00:00,,15,85
11020,OTTIK,7,1998-04-14 00:00:00,1998-04-16 00:00:00,216,50
11021,QUICK,3,1998-04-14 00:00:00,1998-04-21 00:00:00,1485,90
11022,HANAR,9,1998-04-14 00:00:00,1998-05-04 00:00:00,31,35
11023,BSBEV,1,1998-04-14 00:00:00,1998-04-24 00:00:00,619,15
11024,EASTC,4,1998-04-15 00:00:00,1998-04-20 00:00:00,371,80
11025,WARTH,6,1998-04-15 00:00:00,1998-04-24 00:00:00,145,85
11026,FRANS,4,1998-04-15 00:00:00,1998-04-28 00:00:00,235,45
11027,BOTTM,1,1998-04-16 00:00:00,1998-04-20 00:00:00,262,60
11028,KOENE,7,1998-04-16 00:00:00,1998-04-22 00:00:00,147,95
11029,CHOPS,4,1998-04-16 00:00:00,1998-04-27 00:00:00,239,20
11030,SAVEA,7,1998-04-17 00:00:00,1998-04-27 00:00:00,4153,75
11031,SAVEA,6,1998-04-17 00:00:00,1998-04-24 00:00:00,1136,10
11032,WHITC,7,1998-04-17 00:00:00,1998-04-23 00:00:00,3030,95
11033,RICSU,7,1998-04-17 00:00:00,1998-04-23 00:00:00,423,70
11034,OLDWO,1,1998-04-20 00:00:00,1998-04-27 00:00:00,201,60
11035,SUPRD,7,1998-04-20 00:00:00,1998-04-24 00:00:00,,85
11036,DRACD,1,1998-04-20 00:00:00,1998-04-22 00:00:00,747,35
11037,GODOS,7,1998-04-21 00:00:00,1998-04-27 00:00:00,,16
11038,SUPRD,1,1998-04-21 00:00:00,1998-04-30 00:00:00,147,95
11039,LINOD,1,1998-04-21 00:00:00,,3,25
11040,GREAL,4,1998-04-22 00:00:00,,94,20
11041,CHOPS,3,1998-04-22 00:00:00,1998-04-28 00:00:00,241,10
11042,COMMI,7,1998-04-22 00:00:00,1998-05-01 00:00:00,149,95
11043,SPECD,3,1998-04-22 00:00:00,1998-04-29 00:00:00,,44
11044,WOLZA,4,1998-04-23 00:00:00,1998-05-01 00:00:00,43,60
11045,BOTTM,6,1998-04-23 00:00:00,,352,90
11046,WANDK,1,1998-04-23 00:00:00,1998-04-24 00:00:00,358,20
11047,EASTC,7,1998-04-24 00:00:00,1998-05-01 00:00:00,233,10
11048,BOTTM,7,1998-04-24 00:00:00,1998-04-30 00:00:00,120,60
11049,GOURL,3,1998-04-24 00:00:00,1998-05-04 00:00:00,41,70
11050,FOLKO,1,1998-04-27 00:00:00,1998-05-05 00:00:00,297,05
11051,LAMAI,7,1998-04-27 00:00:00,,13,95
11052,HANAR,3,1998-04-27 00:00:00,1998-05-01 00:00:00,336,30
11053,PICCO,7,1998-04-27 00:00:00,1998-04-29 00:00:00,265,25
11054,CACTU,1,1998-04-28 00:00:00,,1,65
11055,HILAA,7,1998-04-28 00:00:00,1998-05-05 00:00:00,604,60
11056,EASTC,1,1998-04-28 00:00:00,1998-05-01 00:00:00,1394,80
11057,NORTS,3,1998-04-29 00:00:00,1998-05-01 00:00:00,20,65
11058,BLAUS,9,1998-04-29 00:00:00,,155,70
11059,RICAR,7,1998-04-29 00:00:00,,4,29
11060,FRANS,7,1998-04-30 00:00:00,1998-05-04 00:00:00,54,90
11061,GREAL,4,1998-04-30 00:00:00,,70,05
11062,REGGC,4,1998-04-30 00:00:00,,149,65
11063,HUNGO,3,1998-04-30 00:00:00,1998-05-06 00:00:00,408,65
11064,SAVEA,1,1998-05-01 00:00:00,1998-05-04 00:00:00,150,45
11065,LILAS,1,1998-05-01 00:00:00,,64,55
11066,WHITC,7,1998-05-01 00:00:00,1998-05-04 00:00:00,223,60
11067,DRACD,1,1998-05-04 00:00:00,1998-05-06 00:00:00,39,90
11068,QUEEN,1,1998-05-04 00:00:00,,408,75
11069,TORTU,1,1998-05-04 00:00:00,1998-05-06 00:00:00,78,35
11070,LEHMS,7,1998-05-05 00:00:00,,6,80
11071,LILAS,1,1998-05-05 00:00:00,,4,65
11072,ERNSH,4,1998-05-05 00:00:00,,1293,20
11073,PERIC,7,1998-05-05 00:00:00,,124,75
11074,SIMOB,7,1998-05-06 00:00:00,,92,20
11075,RICSU,1,1998-05-06 00:00:00,,30,95
11076,BONAP,4,1998-05-06 00:00:00,,191,40
11077,RATTC,1,1998-05-06 00:00:00,,42,65
