10315,ISLAT,4,1996-09-26 00:00:00,1996-10-03 00:00:00,208,80
10316,RATTC,1,1996-09-27 00:00:00,1996-10-08 00:00:00,750,75
10317,LONEP,6,1996-09-30 00:00:00,1996-10-10 00:00:00,63,45
10318,ISLAT,1,1996-10-01 00:00:00,1996-10-04 00:00:00,23,65
10319,TORTU,7,1996-10-02 00:00:00,1996-10-11 00:00:00,322,50
10320,WARTH,3,1996-10-03 00:00:00,1996-10-18 00:00:00,172,85
10321,ISLAT,3,1996-10-03 00:00:00,1996-10-11 00:00:00,17,15
10322,PERIC,7,1996-10-04 00:00:00,1996-10-23 00:00:00,,02
10323,KOENE,4,1996-10-07 00:00:00,1996-10-14 00:00:00,24,40
10324,SAVEA,9,1996-10-08 00:00:00,1996-10-10 00:00:00,1071,35
10325,KOENE,1,1996-10-09 00:00:00,1996-10-14 00:00:00,324,30
10326,BOLID,4,1996-10-10 00:00:00,1996-10-14 00:00:00,389,60
10327,FOLKO,7,1996-10-11 00:00:00,1996-10-14 00:00:00,316,80
10328,FURIB,4,1996-10-14 00:00:00,1996-10-17 00:00:00,435,15
10329,SPLIR,4,1996-10-15 00:00:00,1996-10-23 00:00:00,958,35
10330,LILAS,3,1996-10-16 00:00:00,1996-10-28 00:00:00,63,75
10331,BONAP,9,1996-10-16 00:00:00,1996-10-21 00:00:00,50,95
10332,MEREP,3,1996-10-17 00:00:00,1996-10-21 00:00:00,264,20
10333,WARTH,3,1996-10-18 00:00:00,1996-10-25 00:00:00,2,95
10334,VICTE,1,1996-10-21 00:00:00,1996-10-28 00:00:00,42,80
10335,HUNGO,7,1996-10-22 00:00:00,1996-10-24 00:00:00,210,55
10336,PRINI,7,1996-10-23 00:00:00,1996-10-25 00:00:00,77,55
10337,FRANK,4,1996-10-24 00:00:00,1996-10-29 00:00:00,541,30
10338,OLDWO,4,1996-10-25 00:00:00,1996-10-29 00:00:00,421,05
10339,MEREP,7,1996-10-28 00:00:00,1996-11-04 00:00:00,78,30
10340,BONAP,1,1996-10-29 00:00:00,1996-11-08 00:00:00,831,55
10341,SIMOB,7,1996-10-29 00:00:00,1996-11-05 00:00:00,133,90
10342,FRANK,4,1996-10-30 00:00:00,1996-11-04 00:00:00,274,15
10343,LEHMS,4,1996-10-31 00:00:00,1996-11-06 00:00:00,551,85
10344,WHITC,4,1996-11-01 00:00:00,1996-11-05 00:00:00,116,45
10345,QUICK,7,1996-11-04 00:00:00,1996-11-11 00:00:00,1245,30
10346,RATTC,3,1996-11-05 00:00:00,1996-11-08 00:00:00,710,40
10347,FAMIA,4,1996-11-06 00:00:00,1996-11-08 00:00:00,15,50
10348,WANDK,4,1996-11-07 00:00:00,1996-11-15 00:00:00,3,90
10349,SPLIR,7,1996-11-08 00:00:00,1996-11-15 00:00:00,43,15
10350,LAMAI,6,1996-11-11 00:00:00,1996-12-03 00:00:00,320,95
10351,ERNSH,1,1996-11-11 00:00:00,1996-11-20 00:00:00,811,65
10352,FURIB,3,1996-11-12 00:00:00,1996-11-18 00:00:00,6,50
10353,PICCO,7,1996-11-13 00:00:00,1996-11-25 00:00:00,1803,15
10354,PERIC,1,1996-11-14 00:00:00,1996-11-20 00:00:00,2,69
10355,AROUT,6,1996-11-15 00:00:00,1996-11-20 00:00:00,209,75
10356,WANDK,6,1996-11-18 00:00:00,1996-11-27 00:00:00,183,55
10357,LILAS,1,1996-11-19 00:00:00,1996-12-02 00:00:00,174,40
10358,LAMAI,3,1996-11-20 00:00:00,1996-11-27 00:00:00,98,20
10359,SEVES,3,1996-11-21 00:00:00,1996-11-26 00:00:00,1442,15
10360,BLONP,4,1996-11-22 00:00:00,1996-12-02 00:00:00,658,50
10361,QUICK,1,1996-11-22 00:00:00,1996-12-03 00:00:00,915,85
10362,BONAP,3,1996-11-25 00:00:00,1996-11-28 00:00:00,480,20
10363,DRACD,4,1996-11-26 00:00:00,1996-12-04 00:00:00,152,70
10364,EASTC,1,1996-11-26 00:00:00,1996-12-04 00:00:00,359,85
10365,ANTON,3,1996-11-27 00:00:00,1996-12-02 00:00:00,1,10
10366,GALED,1,1996-11-28 00:00:00,1996-12-30 00:00:00,50,70
10367,VAFFE,7,1996-11-28 00:00:00,1996-12-02 00:00:00,67,75
10368,ERNSH,7,1996-11-29 00:00:00,1996-12-02 00:00:00,509,75
10369,SPLIR,1,1996-12-02 00:00:00,1996-12-09 00:00:00,978,40
10370,CHOPS,6,1996-12-03 00:00:00,1996-12-27 00:00:00,5,85
10371,LAMAI,1,1996-12-03 00:00:00,1996-12-24 00:00:00,2,25
10372,QUEEN,3,1996-12-04 00:00:00,1996-12-09 00:00:00,4453,90
10373,HUNGO,4,1996-12-05 00:00:00,1996-12-11 00:00:00,620,60
10374,WOLZA,1,1996-12-05 00:00:00,1996-12-09 00:00:00,19,70
10375,HUNGC,3,1996-12-06 00:00:00,1996-12-09 00:00:00,100,60
10376,MEREP,1,1996-12-09 00:00:00,1996-12-13 00:00:00,101,95
10377,SEVES,1,1996-12-09 00:00:00,1996-12-13 00:00:00,111,05
10378,FOLKO,3,1996-12-10 00:00:00,1996-12-19 00:00:00,27,20
10379,QUEDE,7,1996-12-11 00:00:00,1996-12-13 00:00:00,225,15
10380,HUNGO,1,1996-12-12 00:00:00,1997-01-16 00:00:00,175,15
10381,LILAS,3,1996-12-12 00:00:00,1996-12-13 00:00:00,39,95
10382,ERNSH,4,1996-12-13 00:00:00,1996-12-16 00:00:00,473,85
10383,AROUT,1,1996-12-16 00:00:00,1996-12-18 00:00:00,171,20
10384,BERGS,3,1996-12-16 00:00:00,1996-12-20 00:00:00,843,20
10385,SPLIR,1,1996-12-17 00:00:00,1996-12-23 00:00:00,154,80
10386,FAMIA,9,1996-12-18 00:00:00,1996-12-25 00:00:00,69,95
10387,SANTG,1,1996-12-18 00:00:00,1996-12-20 00:00:00,468,15
10388,SEVES,7,1996-12-19 00:00:00,1996-12-20 00:00:00,174,30
10389,BOTTM,4,1996-12-20 00:00:00,1996-12-24 00:00:00,237,10
10390,ERNSH,6,1996-12-23 00:00:00,1996-12-26 00:00:00,631,90
10391,DRACD,3,1996-12-23 00:00:00,1996-12-31 00:00:00,27,25
10392,PICCO,7,1996-12-24 00:00:00,1997-01-01 00:00:00,612,30
10393,SAVEA,1,1996-12-25 00:00:00,1997-01-03 00:00:00,632,80
10394,HUNGC,1,1996-12-25 00:00:00,1997-01-03 00:00:00,151,70
10395,HILAA,6,1996-12-26 00:00:00,1997-01-03 00:00:00,922,05
10396,FRANK,1,1996-12-27 00:00:00,1997-01-06 00:00:00,676,75
10397,PRINI,3,1996-12-27 00:00:00,1997-01-02 00:00:00,301,30
10398,SAVEA,7,1996-12-30 00:00:00,1997-01-09 00:00:00,445,80
10399,VAFFE,1,1996-12-31 00:00:00,1997-01-08 00:00:00,136,80
